"id" "Montaña" "Poblacion" "Cruce" "Madre" "Padre" "binomial"
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 0
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A141" "Gredos" "CAM" 3 "CAM 68" "ZON 2" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 1
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A142" "Gredos" "CAM" 3 "CAM 71" "ZON 15" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 1
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A143" "Gredos" "CAM" 3 "CAM 76" "ZON 16" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 1
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 1
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 1
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 1
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 1
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A144" "Gredos" "CAM" 3 "CAM 80" "ZON 5" 0
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 0
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 0
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 0
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A145" "Gredos" "CAM" 3 "CAM 81" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 1
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A146" "Gredos" "CAM" 3 "CAM 82" "ZON 26" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 0
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A147" "Gredos" "CAM" 3 "CAM 86" "ZON 18" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 1
"A148" "Gredos" "CAM" 3 "CAM 87" "ZON 2" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 1
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 0
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 1
"A149" "Gredos" "CAM" 3 "CAM 88" "ZON 17" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 0
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A15" "Bejar" "AGI" 4 "AGI 5" "MOR 28" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 1
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A150" "Gredos" "CAM" 3 "CAM 91" "ZON 2" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 0
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 1
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 1
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 1
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 1
"A151" "Gredos" "CAM" 3 "CAM 92" "ZON 17" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 0
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A152" "Guadarrama" "MOR" 4 "MOR 26" "RUI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 0
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 0
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 0
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 0
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 1
"A153" "Guadarrama" "MOR" 4 "MOR 27" "AGI 36" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 0
"A154" "Guadarrama" "MOR" 4 "MOR 28" "RUI 23" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 1
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A155" "Guadarrama" "MOR" 4 "MOR 29" "AGI 11" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 1
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
"A156" "Guadarrama" "MOR" 4 "MOR 31" "RUI 20" 0
