moun	pop	blo	class	time	nail	pos	size		
gua	mor	B1	1	1	100	5	4.8		
gua	mor	B1	1	1	100	6	5.2		
gua	mor	B1	1	1	100	8	6.6		
gua	mor	B1	1	1	100	9	5.4		
gua	mor	B1	1	2	1	2	8.9		
gua	mor	B1	1	2	1	3	7		
gua	mor	B1	1	2	1	4	5.2		
gua	mor	B1	1	2	1	5	6.7		
gua	mor	B1	1	2	2	4	5.3		
gua	mor	B1	1	2	2	5	5.9		
gua	mor	B1	1	2	2	7	7		
gua	mor	B1	1	2	2	10	7.1		
gua	mor	B1	1	2	3	3	7.6		
gua	mor	B1	1	2	3	5	6.2		
gua	mor	B1	1	2	3	8	4.6		
gua	mor	B1	1	2	5	1	4.9		
gua	mor	B1	1	2	5	2	8.5		
gua	mor	B1	1	2	5	4	6.7		
gua	mor	B1	1	2	5	8	5.8		
gua	mor	B1	1	2	6	5	8.6		
gua	mor	B1	1	2	7	6	7.1		
gua	mor	B1	1	2	8	7	8.3		
gua	mor	B1	1	2	8	8	4.9		
gua	mor	B1	1	2	9	4	8.1		
gua	mor	B1	1	2	9	6	9.2		
gua	mor	B1	1	2	9	7	8.9		
gua	mor	B1	1	2	9	8	8		
gua	mor	B1	1	2	10	3	6.6		
gua	mor	B1	1	2	10	7	7		
gua	mor	B1	1	2	10	8	5		
gua	mor	B1	1	2	10	9	5.4		
gua	mor	B1	1	2	11	3	2.9		
gua	mor	B1	1	2	11	10	6		
gua	mor	B1	1	2	12	2	4.3		
gua	mor	B1	1	2	12	3	5		
gua	mor	B1	1	2	12	4	4.9		
gua	mor	B1	1	2	12	5	5.1		
gua	mor	B1	1	2	12	9	7.5		
gua	mor	B1	1	2	12	10	5.9		
gua	mor	B1	1	2	13	2	8.1		
gua	mor	B1	1	2	13	3	5.6		
gua	mor	B1	1	2	13	4	7.8		
gua	mor	B1	1	2	13	5	6.4		
gua	mor	B1	1	2	13	8	6.5		
gua	mor	B1	1	2	16	2	5.4		
gua	mor	B1	1	2	16	3	5.1		
gua	mor	B1	1	2	18	1	7		
gua	mor	B1	1	2	18	4	8.9		
gua	mor	B1	1	2	18	8	4.2		
gua	mor	B1	1	2	19	9	5.7		
gua	mor	B1	1	2	20	1	8.9		
gua	mor	B1	1	2	20	2	5.3		
gua	mor	B1	1	2	20	3	9		
gua	mor	B1	1	2	20	4	5.6		
gua	mor	B1	1	2	20	7	9		
gua	mor	B1	1	2	20	9	6.5		
gua	mor	B1	1	2	21	6	7.2		
gua	mor	B1	1	2	21	7	5.7		
gua	mor	B1	1	2	21	10	4.4		
gua	mor	B1	1	2	22	1	5.3		
gua	mor	B1	1	2	22	3	5.9		
gua	mor	B1	1	2	22	7	8.2		
gua	mor	B1	1	2	22	8	6.7		
gua	mor	B1	1	2	24	2	7.1		
gua	mor	B1	1	2	24	6	5.8		
gua	mor	B1	1	2	24	7	6		
gua	mor	B1	1	2	24	9	5.6		
gua	mor	B1	1	2	24	10	5.4		
gua	mor	B1	1	2	25	1	4.4		
gua	mor	B1	1	2	25	5	7.7		
gua	mor	B1	1	2	25	6	6.4		
gua	mor	B1	1	2	25	7	7.7		
gua	mor	B1	1	2	25	9	5.6		
gua	mor	B1	1	2	25	10	2.3		
gua	mor	B1	1	2	26	2	6.7		
gua	mor	B1	1	2	27	6	4.1		
gua	mor	B1	1	2	27	9	6.9		
gua	mor	B1	1	2	28	2	6.2		
gua	mor	B1	1	2	28	4	8		
gua	mor	B1	1	2	29	1	5.4		
gua	mor	B1	1	2	29	7	7.2		
gua	mor	B1	1	2	29	8	4.5		
gua	mor	B1	1	2	30	2	8.1		
gua	mor	B1	1	2	30	3	8.3		
gua	mor	B1	1	2	31	8	7.2		
gua	mor	B1	1	2	32	7	7.8		
gua	mor	B1	1	2	33	4	5.1		
gua	mor	B1	1	2	33	6	6.9		
gua	mor	B1	1	2	35	6	7.1		
gua	mor	B1	1	2	36	1	5.6		
gua	mor	B1	1	2	36	8	7		
gua	mor	B1	1	2	37	2	9.1		
gua	mor	B1	1	2	37	3	9.5		
gua	mor	B1	1	2	37	4	7.6		
gua	mor	B1	1	2	38	1	3.3		
gua	mor	B1	1	2	38	4	5.3		
gua	mor	B1	1	2	38	7	6.9		
gua	mor	B1	1	2	38	8	5.9		
gua	mor	B1	1	2	38	9	7		
gua	mor	B1	1	2	39	1	7.8		
gua	mor	B1	1	2	39	5	8.5		
gua	mor	B1	1	2	39	6	2.9		
gua	mor	B1	1	2	39	7	8.4		
gua	mor	B1	1	2	39	8	6.6		
gua	mor	B1	1	2	39	10	3.8		
gua	mor	B1	1	2	41	1	5.3		
gua	mor	B1	1	2	41	2	5.2		
gua	mor	B1	1	2	41	5	7.2		
gua	mor	B1	1	2	41	6	7.5		
gua	mor	B1	1	2	41	8	12.7		
gua	mor	B1	1	2	41	9	11.6		
gua	mor	B1	1	2	41	10	10.8		
gua	mor	B1	1	2	42	8	6.9		
gua	mor	B1	1	2	42	3	5.8		
gua	mor	B1	1	2	42	4	6.6		
gua	mor	B1	1	2	42	6	4.5		
gua	mor	B1	1	2	42	8	6.5		
gua	mor	B1	1	2	42	9	7.6		
gua	mor	B1	1	2	42	10	7.2		
gua	mor	B1	1	2	43	1	10.7		
gua	mor	B1	1	2	43	2	7.5		
gua	mor	B1	1	2	43	3	7		
gua	mor	B1	1	2	44	10	5.3		
gua	mor	B1	1	2	45	5	6.4		
gua	mor	B1	1	2	46	4	8.1		
gua	mor	B1	1	2	46	9	6.9		
gua	mor	B1	1	2	47	2	4.8		
gua	mor	B1	1	2	50	5	6.8		
gua	mor	B1	1	2	50	8	5.9		
gua	mor	B1	1	2	50	10	7.3		
gua	mor	B1	1	2	51	7	6.8		
gua	mor	B1	1	2	51	9	10.3		
gua	mor	B1	1	2	52	2	3.8		
gua	mor	B1	1	2	52	6	6.1		
gua	mor	B1	1	2	52	9	5.8		
gua	mor	B1	1	2	53	5	5.3		
gua	mor	B1	1	2	54	1	5.6		
gua	mor	B1	1	2	54	3	3.6		
gua	mor	B1	1	2	54	7	5.6		
gua	mor	B1	1	2	57	1	6.1		
gua	mor	B1	1	2	57	2	5.1		
gua	mor	B1	1	2	57	9	6.8		
gua	mor	B1	1	2	58	3	6.1		
gua	mor	B1	1	2	59	8	7.7		
gua	mor	B1	1	2	60	2	8.4		
gua	mor	B1	1	2	60	4	6.9		
gua	mor	B1	1	2	60	9	6.7		
gua	mor	B1	1	2	61	2	5.7		
gua	mor	B1	1	2	61	7	6		
gua	mor	B1	1	2	62	1	5.5		
gua	mor	B1	1	2	62	2	7.5		
gua	mor	B1	1	2	62	3	5.7		
gua	mor	B1	1	2	62	4	5.6		
gua	mor	B1	1	2	62	5	4.1		
gua	mor	B1	1	2	62	6	6.2		
gua	mor	B1	1	2	62	7	5.4		
gua	mor	B1	1	2	62	9	6.3		
gua	mor	B1	1	2	64	2	7		
gua	mor	B1	1	2	64	4	10		
gua	mor	B1	1	2	64	7	9.3		
gua	mor	B1	1	2	64	10	7.4		
gua	mor	B1	1	2	65	5	6.1		
gua	mor	B1	1	2	66	2	9.3		
gua	mor	B1	1	2	66	3	5.8		
gua	mor	B1	1	2	66	4	6.7		
gua	mor	B1	1	2	66	5	6.7		
gua	mor	B1	1	2	66	6	10.5		
gua	mor	B1	1	2	66	7	11.2		
gua	mor	B1	1	2	66	8	6.9		
gua	mor	B1	1	2	66	9	10.3		
gua	mor	B1	1	2	67	2	8.1		
gua	mor	B1	1	2	67	3	4.1		
gua	mor	B1	1	2	67	4	7.6		
gua	mor	B1	1	2	67	7	10.8		
gua	mor	B1	1	2	67	9	5.3		
gua	mor	B1	1	2	68	3	6.1		
gua	mor	B1	1	2	68	4	5.1		
gua	mor	B1	1	2	68	5	4.3		
gua	mor	B1	1	2	68	6	6.9		
gua	mor	B1	1	2	68	8	3.8		
gua	mor	B1	1	2	68	9	7.8		
gua	mor	B1	1	2	68	10	3.8		
gua	mor	B1	1	2	69	6	7.2		
gua	mor	B1	1	2	69	7	7.3		
gua	mor	B1	1	2	69	8	8.7		
gua	mor	B1	1	2	69	10	9.4		
gua	mor	B1	1	2	71	4	4.7		
gua	mor	B1	1	2	71	10	5.5		
gua	mor	B1	1	2	72	7	5.2		
gua	mor	B1	1	2	72	8	6.3		
gua	mor	B1	1	2	72	9	8.5		
gua	mor	B1	1	2	74	8	5.2		
gua	mor	B1	1	2	75	4	3.5		
gua	mor	B1	1	2	75	7	6.3		
gua	mor	B1	1	2	78	6	2.8		
gua	mor	B1	1	2	78	8	4		
gua	mor	B1	1	2	79	3	8.2		
gua	mor	B1	1	2	79	4	8.2		
gua	mor	B1	1	2	79	7	3.8		
gua	mor	B1	1	2	79	9	7.6		
gua	mor	B1	1	2	79	10	5.9		
gua	mor	B1	1	2	79	3	4.5		
gua	mor	B1	1	2	79	4	5.2		
gua	mor	B1	1	2	79	5	5.7		
gua	mor	B1	1	2	79	6	5.5		
gua	mor	B1	1	2	79	7	3.6		
gua	mor	B1	1	2	79	8	7.4		
gua	mor	B1	1	2	80	9	5.4		
gua	mor	B1	1	2	82	1	5.7		
gua	mor	B1	1	2	82	7	4.4		
gua	mor	B1	1	2	82	9	5.3		
gua	mor	B1	1	2	83	3	8.2		
gua	mor	B1	1	2	83	5	6.4		
gua	mor	B1	1	2	83	9	7.6		
gua	mor	B1	1	2	83	10	5.3		
gua	mor	B1	1	2	84	2	5.6		
gua	mor	B1	1	2	85	7	5.2		
gua	mor	B1	1	2	86	1	10.6		
gua	mor	B1	1	2	87	1	5.3		
gua	mor	B1	1	2	88	1	5.2		
gua	mor	B1	1	2	88	5	4.5		
gua	mor	B1	1	2	88	10	4.8		
gua	mor	B1	1	2	89	5	4.9		
gua	mor	B1	1	2	89	7	4.7		
gua	mor	B1	1	2	89	10	5.4		
gua	mor	B1	1	2	90	4	5.6		
gua	mor	B1	1	2	90	10	5.7		
gua	mor	B1	1	2	91	8	4.7		
gua	mor	B1	1	2	91	10	7.5		
gua	mor	B1	1	2	92	2	10.6		
gua	mor	B1	1	2	92	4	8.7		
gua	mor	B1	1	2	92	5	6.8		
gua	mor	B1	1	2	93	9	7.5		
gua	mor	B1	1	2	93	10	8.4		
gua	mor	B1	1	2	94	4	7.6		
gua	mor	B1	1	2	95	1	6.7		
gua	mor	B1	1	2	95	3	5.8		
gua	mor	B1	1	2	95	7	5.9		
gua	mor	B1	1	2	95	8	8.1		
gua	mor	B1	1	2	96	4	4.6		
gua	mor	B1	1	2	96	9	7.8		
gua	mor	B1	1	2	97	1	7.1		
gua	mor	B1	1	2	97	2	8.1		
gua	mor	B1	1	2	97	3	4.3		
gua	mor	B1	1	2	97	7	7.5		
gua	mor	B1	1	2	97	8	6.3		
gua	mor	B1	1	2	97	9	7.9		
gua	mor	B1	1	2	98	1	6.1		
gua	mor	B1	1	2	98	2	5.4		
gua	mor	B1	1	2	98	7	6.4		
gua	mor	B1	1	2	99	3	6.5		
gua	mor	B1	1	2	99	5	4.2		
gua	mor	B1	1	2	99	7	3.5		
gua	mor	B1	1	2	99	8	8.9		
gua	mor	B1	1	2	99	9	4.6		
gua	mor	B1	1	2	100	3	7.3		
gua	mor	B1	1	2	100	4	8.9		
gua	mor	B1	1	2	100	6	5.6		
gua	mor	B1	1	2	100	8	7.4		
gua	mor	B1	1	2	100	9	6.8		
gua	mor	B1	1	3	1	2	3.7		
gua	mor	B1	1	3	1	3	3.4		
gua	mor	B1	1	3	1	4	3.8		
gua	mor	B1	1	3	1	5	3.1		
gua	mor	B1	1	3	2	4	2.6		
gua	mor	B1	1	3	2	5	2.9		
gua	mor	B1	1	3	6	5	6.4		
gua	mor	B1	1	3	6	6	5.9		
gua	mor	B1	1	3	6	7	6.8		
gua	mor	B1	1	3	6	10	6.2		
gua	mor	B1	1	3	7	3	4.4		
gua	mor	B1	1	3	7	4	5.5		
gua	mor	B1	1	3	7	8	4		
gua	mor	B1	1	3	8	5	5.2		
gua	mor	B1	1	3	9	6	5.1		
gua	mor	B1	1	3	9	7	5.1		
gua	mor	B1	1	3	9	8	4.6		
gua	mor	B1	1	3	12	4	4.4		
gua	mor	B1	1	3	12	9	2.8		
gua	mor	B1	1	3	12	10	2		
gua	mor	B1	1	3	13	2	5.2		
gua	mor	B1	1	3	13	3	2.2		
gua	mor	B1	1	3	17	8	4		
gua	mor	B1	1	3	17	9	3		
gua	mor	B1	1	3	20	7	7.6		
gua	mor	B1	1	3	20	8	7.1		
gua	mor	B1	1	3	24	3	4.7		
gua	mor	B1	1	3	28	4	2		
gua	mor	B1	1	3	29	1	3.6		
gua	mor	B1	1	3	29	7	3.4		
gua	mor	B1	1	3	30	2	6.8		
gua	mor	B1	1	3	30	3	5.5		
gua	mor	B1	1	3	30	4	6.2		
gua	mor	B1	1	3	33	3	3.8		
gua	mor	B1	1	3	33	6	8.1		
gua	mor	B1	1	3	33	9	4.1		
gua	mor	B1	1	3	37	3	4.2		
gua	mor	B1	1	3	37	4	7.8		
gua	mor	B1	1	3	37	5	4.4		
gua	mor	B1	1	3	38	1	4.3		
gua	mor	B1	1	3	38	8	4.5		
gua	mor	B1	1	3	39	8	4.9		
gua	mor	B1	1	3	43	6	2.2		
gua	mor	B1	1	3	43	7	5.7		
gua	mor	B1	1	3	43	8	1.9		
gua	mor	B1	1	3	56	3	2.8		
gua	mor	B1	1	3	56	4	2.2		
gua	mor	B1	1	3	64	1	2.9		
gua	mor	B1	1	3	64	3	7.6		
gua	mor	B1	1	3	64	7	3.8		
gua	mor	B1	1	3	66	2	6.3		
gua	mor	B1	1	3	66	3	4.7		
gua	mor	B1	1	3	66	4	5.1		
gua	mor	B1	1	3	66	5	2		
gua	mor	B1	1	3	66	6	10.2		
gua	mor	B1	1	3	66	7	10.2		
gua	mor	B1	1	3	66	9	8.4		
gua	mor	B1	1	3	67	5	2.5		
gua	mor	B1	1	3	67	10	4		
gua	mor	B1	1	3	69	3	6.6		
gua	mor	B1	1	3	69	6	6		
gua	mor	B1	1	3	70	4	4.7		
gua	mor	B1	1	3	77	7	4.2		
gua	mor	B1	1	3	78	9	2.6		
gua	mor	B1	1	3	79	9	3		
gua	mor	B1	1	3	80	3	4.3		
gua	mor	B1	1	3	83	4	4.6		
gua	mor	B1	1	3	83	5	2.6		
gua	mor	B1	1	3	83	6	2.2		
gua	mor	B1	1	3	83	8	3.8		
gua	mor	B1	1	3	83	9	2.8		
gua	mor	B1	1	3	85	2	2.9		
gua	mor	B1	1	3	85	3	2.6		
gua	mor	B1	1	3	85	7	4.2		
gua	mor	B1	1	3	88	1	4.8		
gua	mor	B1	1	3	88	3	3.7		
gua	mor	B1	1	3	88	5	3		
gua	mor	B1	1	3	88	9	1.3		
gua	mor	B1	1	3	92	7	5.4		
gua	mor	B1	1	3	92	8	4.1		
gua	mor	B1	1	3	92	9	3.7		
gua	mor	B1	1	3	94	4	5.5		
gua	mor	B1	1	3	96	2	5.1		
gua	mor	B1	1	3	96	5	1.5		
gua	mor	B1	1	3	96	8	2.2		
gua	mor	B1	1	3	97	7	2.9		
gua	mor	B1	1	3	97	8	2.4		
gua	mor	B1	1	3	100	2	6.2		
gua	mor	B1	1	3	100	3	5.3		
gua	mor	B1	1	3	100	6	4.3		
gua	mor	B1	1	3	100	8	5.5		
gua	mor	B1	1	3	100	9	2.6		
gua	mor	B2	1	1	1	3	5.4		
gua	mor	B2	1	1	1	5	6.4		
gua	mor	B2	1	1	1	6	5.3		
gua	mor	B2	1	1	1	9	5.7		
gua	mor	B2	1	1	2	2	4.2		
gua	mor	B2	1	1	2	10	4.9		
gua	mor	B2	1	1	3	1	5.8		
gua	mor	B2	1	1	3	2	5.4		
gua	mor	B2	1	1	3	4	5		
gua	mor	B2	1	1	3	5	1.6		
gua	mor	B2	1	1	3	6	4.2		
gua	mor	B2	1	1	3	7	7.4		
gua	mor	B2	1	1	3	9	4.2		
gua	mor	B2	1	1	3	10	3.9		
gua	mor	B2	1	1	4	1	5.5		
gua	mor	B2	1	1	4	3	6.1		
gua	mor	B2	1	1	4	5	3.8		
gua	mor	B2	1	1	4	7	5.1		
gua	mor	B2	1	1	4	10	5.6		
gua	mor	B2	1	1	5	3	4.4		
gua	mor	B2	1	1	5	4	4.9		
gua	mor	B2	1	1	5	5	6.2		
gua	mor	B2	1	1	5	7	3.7		
gua	mor	B2	1	1	5	8	5.6		
gua	mor	B2	1	1	5	9	6.5		
gua	mor	B2	1	1	5	10	5.4		
gua	mor	B2	1	1	6	1	3.1		
gua	mor	B2	1	1	6	3	5.6		
gua	mor	B2	1	1	6	5	5.2		
gua	mor	B2	1	1	6	8	4.3		
gua	mor	B2	1	1	7	5	6.4		
gua	mor	B2	1	1	8	2	3.7		
gua	mor	B2	1	1	8	3	2.8		
gua	mor	B2	1	1	8	5	4.5		
gua	mor	B2	1	1	8	9	3.2		
gua	mor	B2	1	1	8	10	3.4		
gua	mor	B2	1	1	9	5	0.9		
gua	mor	B2	1	1	9	6	4.1		
gua	mor	B2	1	1	10	2	2.6		
gua	mor	B2	1	1	10	3	3.2		
gua	mor	B2	1	1	10	4	5.6		
gua	mor	B2	1	1	10	6	3.6		
gua	mor	B2	1	1	11	1	4.1		
gua	mor	B2	1	1	11	2	5.3		
gua	mor	B2	1	1	11	5	5		
gua	mor	B2	1	1	11	8	4.7		
gua	mor	B2	1	1	12	1	5.3		
gua	mor	B2	1	1	12	6	5.2		
gua	mor	B2	1	1	12	7	4.3		
gua	mor	B2	1	1	12	8	5.5		
gua	mor	B2	1	1	12	9	6.4		
gua	mor	B2	1	1	13	2	6.2		
gua	mor	B2	1	1	13	8	5		
gua	mor	B2	1	1	14	1	5.2		
gua	mor	B2	1	1	14	2	5.8		
gua	mor	B2	1	1	14	5	6.2		
gua	mor	B2	1	1	14	6	4.9		
gua	mor	B2	1	1	14	7	5.5		
gua	mor	B2	1	1	14	8	5.7		
gua	mor	B2	1	1	14	9	5.7		
gua	mor	B2	1	1	14	10	6.5		
gua	mor	B2	1	1	15	2	4.8		
gua	mor	B2	1	1	15	3	5		
gua	mor	B2	1	1	15	4	3.5		
gua	mor	B2	1	1	15	5	2.7		
gua	mor	B2	1	1	15	6	3.7		
gua	mor	B2	1	1	15	7	4.9		
gua	mor	B2	1	1	15	9	4		
gua	mor	B2	1	1	15	10	5.8		
gua	mor	B2	1	1	16	1	3.6		
gua	mor	B2	1	1	16	5	5.6		
gua	mor	B2	1	1	16	6	5.6		
gua	mor	B2	1	1	16	7	4.9		
gua	mor	B2	1	1	16	8	6.7		
gua	mor	B2	1	1	16	9	4.7		
gua	mor	B2	1	1	16	10	2		
gua	mor	B2	1	1	17	10	5		
gua	mor	B2	1	1	18	1	6.6		
gua	mor	B2	1	1	18	2	5.7		
gua	mor	B2	1	1	18	3	5.4		
gua	mor	B2	1	1	18	9	4.8		
gua	mor	B2	1	1	19	4	4.3		
gua	mor	B2	1	1	19	7	7.4		
gua	mor	B2	1	1	19	9	1.6		
gua	mor	B2	1	1	19	10	3.4		
gua	mor	B2	1	1	20	2	3.2		
gua	mor	B2	1	1	20	5	2.4		
gua	mor	B2	1	1	20	8	4.7		
gua	mor	B2	1	1	21	4	5.4		
gua	mor	B2	1	1	21	6	6.2		
gua	mor	B2	1	1	21	7	5		
gua	mor	B2	1	1	21	8	5.6		
gua	mor	B2	1	1	21	10	4.3		
gua	mor	B2	1	1	22	2	4		
gua	mor	B2	1	1	22	4	4		
gua	mor	B2	1	1	22	5	4.8		
gua	mor	B2	1	1	22	7	5		
gua	mor	B2	1	1	22	8	4.8		
gua	mor	B2	1	1	22	10	4.6		
gua	mor	B2	1	1	23	1	5.2		
gua	mor	B2	1	1	23	3	3		
gua	mor	B2	1	1	23	4	4.1		
gua	mor	B2	1	1	23	5	5.7		
gua	mor	B2	1	1	23	7	1.2		
gua	mor	B2	1	1	23	8	3.9		
gua	mor	B2	1	1	23	9	4.4		
gua	mor	B2	1	1	23	10	3.3		
gua	mor	B2	1	1	24	2	4		
gua	mor	B2	1	1	24	3	5.7		
gua	mor	B2	1	1	25	1	7.2		
gua	mor	B2	1	1	26	5	6.6		
gua	mor	B2	1	1	26	8	4.9		
gua	mor	B2	1	1	26	10	5.1		
gua	mor	B2	1	1	27	10	4.7		
gua	mor	B2	1	1	28	9	4.2		
gua	mor	B2	1	1	28	4	5.8		
gua	mor	B2	1	1	28	10	5.2		
gua	mor	B2	1	1	29	4	3.8		
gua	mor	B2	1	1	29	9	4.5		
gua	mor	B2	1	1	30	1	4.9		
gua	mor	B2	1	1	30	2	3.5		
gua	mor	B2	1	1	30	4	3.2		
gua	mor	B2	1	1	30	5	3.8		
gua	mor	B2	1	1	30	6	5.1		
gua	mor	B2	1	1	30	7	3.6		
gua	mor	B2	1	1	30	9	5.7		
gua	mor	B2	1	1	30	10	5.1		
gua	mor	B2	1	1	31	1	5.1		
gua	mor	B2	1	1	31	8	5.3		
gua	mor	B2	1	1	31	9	4.7		
gua	mor	B2	1	1	32	1	4.8		
gua	mor	B2	1	1	32	2	3.9		
gua	mor	B2	1	1	32	3	5.8		
gua	mor	B2	1	1	32	4	6		
gua	mor	B2	1	1	32	5	5.2		
gua	mor	B2	1	1	32	8	7.1		
gua	mor	B2	1	1	32	9	5.9		
gua	mor	B2	1	1	33	1	5.5		
gua	mor	B2	1	1	33	2	4		
gua	mor	B2	1	1	33	4	7.3		
gua	mor	B2	1	1	33	5	4.4		
gua	mor	B2	1	1	33	6	4.5		
gua	mor	B2	1	1	33	8	3.9		
gua	mor	B2	1	1	33	9	4.6		
gua	mor	B2	1	1	33	10	5.2		
gua	mor	B2	1	1	34	1	3.9		
gua	mor	B2	1	1	34	2	4.1		
gua	mor	B2	1	1	34	3	5.1		
gua	mor	B2	1	1	34	5	6		
gua	mor	B2	1	1	34	6	5.9		
gua	mor	B2	1	1	34	7	3		
gua	mor	B2	1	1	34	8	5.5		
gua	mor	B2	1	1	34	10	4.2		
gua	mor	B2	1	1	35	6	2.3		
gua	mor	B2	1	1	35	9	3.7		
gua	mor	B2	1	1	36	1	2.9		
gua	mor	B2	1	1	36	2	5		
gua	mor	B2	1	1	36	3	4.7		
gua	mor	B2	1	1	36	5	1		
gua	mor	B2	1	1	36	5	5.8		
gua	mor	B2	1	1	36	8	5.7		
gua	mor	B2	1	1	36	10	5.5		
gua	mor	B2	1	1	37	1	4.4		
gua	mor	B2	1	1	37	2	4.8		
gua	mor	B2	1	1	37	3	5.8		
gua	mor	B2	1	1	37	6	6.2		
gua	mor	B2	1	1	37	8	6.8		
gua	mor	B2	1	1	37	9	6.4		
gua	mor	B2	1	1	37	10	5.6		
gua	mor	B2	1	1	38	3	6.3		
gua	mor	B2	1	1	38	5	3.9		
gua	mor	B2	1	1	38	7	4.1		
gua	mor	B2	1	1	38	8	3.9		
gua	mor	B2	1	1	38	9	4.3		
gua	mor	B2	1	1	40	1	5.3		
gua	mor	B2	1	1	40	2	5.3		
gua	mor	B2	1	1	40	3	5		
gua	mor	B2	1	1	40	5	3.3		
gua	mor	B2	1	1	40	7	4.7		
gua	mor	B2	1	1	40	8	5.4		
gua	mor	B2	1	1	41	3	5		
gua	mor	B2	1	1	41	6	5.8		
gua	mor	B2	1	1	42	2	4.5		
gua	mor	B2	1	1	42	3	4.8		
gua	mor	B2	1	1	42	5	5.9		
gua	mor	B2	1	1	42	10	5.3		
gua	mor	B2	1	1	43	1	5.4		
gua	mor	B2	1	1	43	3	5.3		
gua	mor	B2	1	1	43	4	7		
gua	mor	B2	1	1	43	5	5.6		
gua	mor	B2	1	1	43	6	5.6		
gua	mor	B2	1	1	43	8	4.5		
gua	mor	B2	1	1	43	9	5.8		
gua	mor	B2	1	1	43	10	4.1		
gua	mor	B2	1	1	44	1	4.7		
gua	mor	B2	1	1	44	3	5.1		
gua	mor	B2	1	1	44	8	4.5		
gua	mor	B2	1	1	45	1	6.1		
gua	mor	B2	1	1	45	5	3.9		
gua	mor	B2	1	1	45	6	4.8		
gua	mor	B2	1	1	45	8	5.5		
gua	mor	B2	1	1	45	9	4.8		
gua	mor	B2	1	1	45	2	5.2		
gua	mor	B2	1	1	45	3	4.7		
gua	mor	B2	1	1	45	5	6.1		
gua	mor	B2	1	1	45	6	4.7		
gua	mor	B2	1	1	45	9	6.2		
gua	mor	B2	1	1	46	7	3.6		
gua	mor	B2	1	1	47	4	7.7		
gua	mor	B2	1	1	47	5	5.3		
gua	mor	B2	1	1	47	8	5.7		
gua	mor	B2	1	1	47	9	5.9		
gua	mor	B2	1	1	48	1	5.1		
gua	mor	B2	1	1	48	2	5.3		
gua	mor	B2	1	1	48	3	6.7		
gua	mor	B2	1	1	48	4	5.5		
gua	mor	B2	1	1	48	5	4.8		
gua	mor	B2	1	1	48	7	5.5		
gua	mor	B2	1	1	48	8	6		
gua	mor	B2	1	1	48	10	7		
gua	mor	B2	1	1	48	8	4.8		
gua	mor	B2	1	1	49	3	5.4		
gua	mor	B2	1	1	49	4	5.6		
gua	mor	B2	1	1	49	5	5.2		
gua	mor	B2	1	1	49	6	4.9		
gua	mor	B2	1	1	49	7	4.9		
gua	mor	B2	1	1	49	8	6.6		
gua	mor	B2	1	1	50	4	3.7		
gua	mor	B2	1	1	50	10	4.5		
gua	mor	B2	1	1	51	2	6.7		
gua	mor	B2	1	1	51	5	4.3		
gua	mor	B2	1	1	51	6	6.8		
gua	mor	B2	1	1	51	7	10.1		
gua	mor	B2	1	1	51	8	7.6		
gua	mor	B2	1	1	51	9	4.4		
gua	mor	B2	1	1	51	10	6.4		
gua	mor	B2	1	1	53	1	4.1		
gua	mor	B2	1	1	53	2	5.4		
gua	mor	B2	1	1	53	4	4.8		
gua	mor	B2	1	1	53	6	5.1		
gua	mor	B2	1	1	53	7	5.8		
gua	mor	B2	1	1	53	10	3.7		
gua	mor	B2	1	1	54	1	4.7		
gua	mor	B2	1	1	54	3	5.4		
gua	mor	B2	1	1	54	4	6.7		
gua	mor	B2	1	1	55	1	6.4		
gua	mor	B2	1	1	55	4	5.6		
gua	mor	B2	1	1	55	5	5.3		
gua	mor	B2	1	1	55	6	4.8		
gua	mor	B2	1	1	56	1	3.7		
gua	mor	B2	1	1	56	2	5.4		
gua	mor	B2	1	1	56	3	4.6		
gua	mor	B2	1	1	56	7	5.5		
gua	mor	B2	1	1	57	1	6.3		
gua	mor	B2	1	1	57	2	6.8		
gua	mor	B2	1	1	57	3	5.5		
gua	mor	B2	1	1	57	5	4.9		
gua	mor	B2	1	1	57	9	4.8		
gua	mor	B2	1	1	58	1	4.3		
gua	mor	B2	1	1	58	6	4.5		
gua	mor	B2	1	1	58	7	3.3		
gua	mor	B2	1	1	58	9	6.4		
gua	mor	B2	1	1	59	1	3.6		
gua	mor	B2	1	1	59	2	5.5		
gua	mor	B2	1	1	59	9	5.7		
gua	mor	B2	1	1	61	1	3.9		
gua	mor	B2	1	1	61	2	4.9		
gua	mor	B2	1	1	61	4	5		
gua	mor	B2	1	1	61	7	4.5		
gua	mor	B2	1	1	61	8	3.7		
gua	mor	B2	1	1	62	1	4.7		
gua	mor	B2	1	1	62	2	5.2		
gua	mor	B2	1	1	62	9	4.7		
gua	mor	B2	1	1	62	10	5.5		
gua	mor	B2	1	1	63	5	4.1		
gua	mor	B2	1	1	63	9	4.6		
gua	mor	B2	1	1	64	1	3.9		
gua	mor	B2	1	1	64	2	2		
gua	mor	B2	1	1	64	5	5.5		
gua	mor	B2	1	1	65	6	5.2		
gua	mor	B2	1	1	65	7	4.4		
gua	mor	B2	1	1	65	8	4.9		
gua	mor	B2	1	1	65	9	5.7		
gua	mor	B2	1	1	65	10	4.6		
gua	mor	B2	1	1	67	1	1.6		
gua	mor	B2	1	1	67	6	6.8		
gua	mor	B2	1	1	67	7	5.6		
gua	mor	B2	1	1	67	8	4.9		
