moun	pop	blo	class	time	nail	pos	size		
bej	rui	B9	1	3	35	8	4.3		
bej	rui	B9	1	3	100	5	24.8		
bej	rui	B9	1	3	19	4	6.7		
bej	rui	B9	1	3	19	5	5.2		
bej	rui	B9	1	3	19	6	16.9		
bej	rui	B9	1	3	19	8	13.7		
bej	rui	B9	1	3	92	4	2.7		
bej	rui	B9	1	3	22	7	15.4		
bej	rui	B9	1	3	25	2	10.3		
bej	rui	B9	1	3	80	10	26.4		
bej	rui	B9	1	3	70	5	6		
bej	rui	B9	1	3	73	5	7.3		
bej	rui	B9	1	3	73	10	4.4		
bej	rui	B9	1	3	94	7	7.7		
bej	rui	B9	1	3	10	6	14.6		
gre	cam	B17	1	1	30	6	3.9		
gre	cam	B17	1	1	33	6	3		
gre	cam	B17	1	1	51	3	4.2		
gre	cam	B17	1	1	51	5	5		
gre	cam	B17	1	1	58	7	5.7		
gre	cam	B17	1	1	60	3	3.7		
gre	cam	B17	1	1	60	9	6.7		
gre	cam	B17	1	1	60	10	6.2		
gre	cam	B17	1	1	84	6	5.3		
gre	cam	B17	1	1	86	3	2.2		
gre	cam	B17	1	1	86	4	4.3		
gre	cam	B17	1	1	86	6	5.3		
gre	cam	B17	1	1	92	8	4.4		
gre	cam	B17	1	1	98	2	5.3		
gre	cam	B17	1	2	58	7	6.2		
gre	cam	B17	1	2	60	9	5.7		
gre	cam	B17	1	2	60	10	5.2		
gre	cam	B17	1	2	78	1	3.4		
gre	cam	B18	1	1	3	1	7.3		
gre	cam	B18	1	1	3	5	6.5		
gre	cam	B18	1	1	6	7	5.2		
gre	cam	B18	1	1	6	9	4.5		
gre	cam	B18	1	1	11	6	1.8		
gre	cam	B18	1	1	19	9	3.5		
gre	cam	B18	1	1	20	8	7.2		
gre	cam	B18	1	1	23	10	5.8		
gre	cam	B18	1	1	33	7	3.8		
gre	cam	B18	1	1	34	1	4.2		
gre	cam	B18	1	1	34	3	5.8		
gre	cam	B18	1	1	34	7	6.4		
gre	cam	B18	1	1	34	8	7.9		
gre	cam	B18	1	1	38	8	6.6		
gre	cam	B18	1	1	42	3	3.9		
gre	cam	B18	1	1	47	3	3.2		
gre	cam	B18	1	1	47	9	2.5		
gre	cam	B18	1	1	54	2	4.7		
gre	cam	B18	1	1	55	5	7.4		
gre	cam	B18	1	1	64	10	2.9		
gre	cam	B18	1	1	74	1	3.7		
gre	cam	B18	1	1	77	1	9.3		
gre	cam	B18	1	1	85	2	6.5		
gre	cam	B18	1	1	98	3	6.5		
gre	cam	B18	1	1	100	5	2.2		
gre	cam	B18	1	2	6	7	6.4		
gre	cam	B18	1	2	6	9	5.1		
gre	cam	B18	1	2	23	10	6.7		
gre	cam	B18	1	2	34	1	2.8		
gre	cam	B18	1	2	34	7	7.5		
gre	cam	B18	1	2	38	7	11.3		
gre	cam	B18	1	2	38	8	7		
gre	cam	B18	1	2	47	3	7.8		
gre	cam	B18	1	2	55	5	7		
gre	cam	B18	1	2	77	1	11.3		
gre	cam	B18	1	2	85	2	6.8		
gre	cam	B18	1	3	23	10	9.3		
gre	cam	B18	1	3	34	7	6.4		
gre	cam	B18	1	3	38	7	10.1		
gre	cam	B18	1	3	38	8	8		
gre	cam	B18	1	3	47	3	6.2		
gre	cam	B18	1	3	85	2	4		
gre	ses	B19	1	1	11	4	2.7		
gre	ses	B19	1	1	16	9	2.9		
gre	ses	B19	1	1	18	2	7.1		
gre	ses	B19	1	1	19	6	6.4		
gre	ses	B19	1	1	24	10	6.9		
gre	ses	B19	1	1	28	8	8.2		
gre	ses	B19	1	1	35	2	5.7		
gre	ses	B19	1	1	36	7	6.7		
gre	ses	B19	1	1	39	1	7.4		
gre	ses	B19	1	1	40	10	4.6		
gre	ses	B19	1	1	45	1	7		
gre	ses	B19	1	1	45	10	10.5		
gre	ses	B19	1	1	46	7	3.5		
gre	ses	B19	1	1	47	2	2.7		
gre	ses	B19	1	1	47	10	9.7		
gre	ses	B19	1	1	50	1	3.4		
gre	ses	B19	1	1	50	4	10.5		
gre	ses	B19	1	1	51	9	10.9		
gre	ses	B19	1	1	51	10	4.9		
gre	ses	B19	1	1	53	5	3.2		
gre	ses	B19	1	1	53	10	4.5		
gre	ses	B19	1	1	55	7	3.3		
gre	ses	B19	1	1	56	3	9.4		
gre	ses	B19	1	1	58	5	2.7		
gre	ses	B19	1	1	59	6	3		
gre	ses	B19	1	1	59	8	9.7		
gre	ses	B19	1	1	60	1	5.8		
gre	ses	B19	1	1	60	3	6.4		
gre	ses	B19	1	1	60	5	2.9		
gre	ses	B19	1	1	64	3	3.4		
gre	ses	B19	1	1	66	1	6		
gre	ses	B19	1	1	66	4	5.8		
gre	ses	B19	1	1	66	6	3.9		
gre	ses	B19	1	1	67	5	3.1		
gre	ses	B19	1	1	68	8	6.8		
gre	ses	B19	1	1	68	9	8.5		
gre	ses	B19	1	1	68	10	3.7		
gre	ses	B19	1	1	69	10	3.9		
gre	ses	B19	1	1	70	5	2.5		
gre	ses	B19	1	1	78	1	3		
gre	ses	B19	1	1	79	5	4.3		
gre	ses	B19	1	1	79	10	4.6		
gre	ses	B19	1	1	85	2	5.6		
gre	ses	B19	1	2	78	1	3		
gre	ses	B19	1	2	24	4	5.6		
gre	ses	B19	1	2	28	8	12.4		
gre	ses	B19	1	2	30	7	8.1		
gre	ses	B19	1	2	31	4	5.2		
gre	ses	B19	1	2	36	7	8.4		
gre	ses	B19	1	2	39	1	6		
gre	ses	B19	1	2	39	6	7.5		
gre	ses	B19	1	2	40	10	5.6		
gre	ses	B19	1	2	45	10	12.8		
gre	ses	B19	1	2	46	7	19.4		
gre	ses	B19	1	2	47	2	4.9		
gre	ses	B19	1	2	47	7	5.6		
gre	ses	B19	1	2	47	10	17.3		
gre	ses	B19	1	2	50	4	16.3		
gre	ses	B19	1	2	51	9	20.4		
gre	ses	B19	1	2	51	10	6.8		
gre	ses	B19	1	2	55	7	6.4		
gre	ses	B19	1	2	56	3	19.7		
gre	ses	B19	1	2	59	8	25.5		
gre	ses	B19	1	2	60	3	7.7		
gre	ses	B19	1	2	66	4	6.7		
gre	ses	B19	1	3	28	8	16		
gre	ses	B19	1	3	30	5	7.4		
gre	ses	B19	1	3	30	6	6.4		
gre	ses	B19	1	3	31	4	6.5		
gre	ses	B19	1	3	36	7	9.9		
gre	ses	B19	1	3	40	10	6.8		
gre	ses	B19	1	3	44	5	6.1		
gre	ses	B19	1	3	45	10	13		
gre	ses	B19	1	3	47	10	20.9		
gre	ses	B19	1	3	46	7	19.1		
gre	ses	B19	1	3	51	9	20.3		
gre	ses	B19	1	3	51	10	10.4		
gre	ses	B19	1	3	50	4	25.9		
gre	ses	B19	1	3	53	5	5.6		
gre	ses	B19	1	3	53	10	9.4		
gre	ses	B19	1	3	56	3	23.5		
gre	ses	B19	1	3	59	8	34.8		
gre	ses	B19	1	3	60	8	10.3		
gre	ses	B19	1	3	78	1	7.8		
gre	ses	B19	1	3	79	1	5.9		
gre	ses	B20	1	1	14	4	3.4		
gre	ses	B20	1	1	14	5	4.4		
gre	ses	B20	1	1	16	9	7.5		
gre	ses	B20	1	1	31	1	7.9		
gre	ses	B20	1	1	33	5	3.6		
gre	ses	B20	1	1	35	10	4.3		
gre	ses	B20	1	1	43	2	4.8		
gre	ses	B20	1	1	45	9	7.8		
gre	ses	B20	1	1	50	3	4		
gre	ses	B20	1	1	61	4	6.6		
gre	ses	B20	1	1	69	9	4.2		
gre	ses	B20	1	1	69	9	4.2		
gre	ses	B20	1	1	78	10	8.3		
gre	ses	B20	1	1	81	1	4.6		
gre	ses	B20	1	1	90	2	5.2		
gre	ses	B20	1	1	98	2	8.5		
gre	ses	B20	1	1	98	10	5.2		
gre	ses	B20	1	1	100	1	7.9		
gre	ses	B20	1	2	16	9	10.2		
gre	ses	B20	1	2	45	9	16.3		
gre	ses	B20	1	2	61	4	13.2		
gre	ses	B20	1	2	69	9	10.8		
gre	ses	B20	1	2	78	10	14.5		
gre	ses	B20	1	2	90	7	3.5		
gre	ses	B20	1	2	98	2	10		
gre	ses	B20	1	2	100	1	8.8		
gre	ses	B20	1	3	16	9	8.5		
gre	ses	B20	1	3	61	4	14.8		
gre	ses	B20	1	3	45	9	16.5		
gre	ses	B20	1	3	78	10	15.9		
gre	ses	B20	1	3	100	1	5.6		
gre	ses	B20	1	3	98	2	5.6		
gua	mor	B1	1	1	1	2	3.4		
gua	mor	B1	1	1	1	3	5.4		
gua	mor	B1	1	1	1	4	3.7		
gua	mor	B1	1	1	1	5	4.3		
gua	mor	B1	1	1	1	7	4.7		
gua	mor	B1	1	1	2	2	4.2		
gua	mor	B1	1	1	2	6	6.8		
gua	mor	B1	1	1	2	8	5.5		
gua	mor	B1	1	1	2	9	6.3		
gua	mor	B1	1	1	3	3	5		
gua	mor	B1	1	1	3	5	5.9		
gua	mor	B1	1	1	4	8	4.7		
gua	mor	B1	1	1	5	2	2.4		
gua	mor	B1	1	1	5	5	5.1		
gua	mor	B1	1	1	5	6	3.7		
gua	mor	B1	1	1	5	7	7		
gua	mor	B1	1	1	5	8	5.1		
gua	mor	B1	1	1	6	1	7.2		
gua	mor	B1	1	1	6	2	5.6		
gua	mor	B1	1	1	6	3	5.1		
gua	mor	B1	1	1	6	4	5.9		
gua	mor	B1	1	1	6	5	6		
gua	mor	B1	1	1	6	7	5.1		
gua	mor	B1	1	1	6	8	6.4		
gua	mor	B1	1	1	7	1	4.7		
gua	mor	B1	1	1	7	3	3.5		
gua	mor	B1	1	1	7	6	4.9		
gua	mor	B1	1	1	7	7	5.4		
gua	mor	B1	1	1	7	8	4.7		
gua	mor	B1	1	1	8	7	6.6		
gua	mor	B1	1	1	8	8	5.7		
gua	mor	B1	1	1	8	9	4.6		
gua	mor	B1	1	1	8	10	5.5		
gua	mor	B1	1	1	9	4	5.7		
gua	mor	B1	1	1	9	6	5.3		
gua	mor	B1	1	1	9	7	5.4		
gua	mor	B1	1	1	9	8	4.8		
gua	mor	B1	1	1	9	9	6.2		
gua	mor	B1	1	1	10	3	5.9		
gua	mor	B1	1	1	10	6	5.5		
gua	mor	B1	1	1	10	7	3.8		
gua	mor	B1	1	1	10	8	5.6		
gua	mor	B1	1	1	11	2	6.8		
gua	mor	B1	1	1	11	3	4.8		
gua	mor	B1	1	1	11	4	4.7		
gua	mor	B1	1	1	11	5	4.8		
gua	mor	B1	1	1	11	6	5.7		
gua	mor	B1	1	1	11	8	5.4		
gua	mor	B1	1	1	11	10	3.5		
gua	mor	B1	1	1	12	2	2.4		
gua	mor	B1	1	1	12	3	4.1		
gua	mor	B1	1	1	12	4	5.6		
gua	mor	B1	1	1	12	5	3.4		
gua	mor	B1	1	1	12	9	4.8		
gua	mor	B1	1	1	12	10	2		
gua	mor	B1	1	1	13	2	5.1		
gua	mor	B1	1	1	13	3	4.5		
gua	mor	B1	1	1	13	4	5.1		
gua	mor	B1	1	1	13	5	5.2		
gua	mor	B1	1	1	13	6	6.2		
gua	mor	B1	1	1	13	7	3.4		
gua	mor	B1	1	1	13	8	4.8		
gua	mor	B1	1	1	14	4	4.9		
gua	mor	B1	1	1	15	1	2.8		
gua	mor	B1	1	1	15	6	4.4		
gua	mor	B1	1	1	15	9	2.5		
gua	mor	B1	1	1	15	10	4.2		
gua	mor	B1	1	1	16	1	4		
gua	mor	B1	1	1	16	2	2.7		
gua	mor	B1	1	1	16	3	5.5		
gua	mor	B1	1	1	16	4	4.8		
gua	mor	B1	1	1	16	9	4.6		
gua	mor	B1	1	1	16	10	5.7		
gua	mor	B1	1	1	17	1	4.2		
gua	mor	B1	1	1	17	4	3.8		
gua	mor	B1	1	1	17	8	4.3		
gua	mor	B1	1	1	17	10	5.2		
gua	mor	B1	1	1	18	1	7.9		
gua	mor	B1	1	1	18	2	5.8		
gua	mor	B1	1	1	18	3	7.3		
gua	mor	B1	1	1	18	4	6		
gua	mor	B1	1	1	18	8	5.3		
gua	mor	B1	1	1	18	9	3		
gua	mor	B1	1	1	19	1	5		
gua	mor	B1	1	1	19	2	5.3		
gua	mor	B1	1	1	19	4	6.5		
gua	mor	B1	1	1	19	5	6.1		
gua	mor	B1	1	1	19	7	5.5		
gua	mor	B1	1	1	19	8	6.4		
gua	mor	B1	1	1	19	9	6.5		
gua	mor	B1	1	1	19	10	5.6		
gua	mor	B1	1	1	20	1	7.5		
gua	mor	B1	1	1	20	2	6.5		
gua	mor	B1	1	1	20	3	5.4		
gua	mor	B1	1	1	20	4	6		
gua	mor	B1	1	1	20	6	5.6		
gua	mor	B1	1	1	20	7	6.3		
gua	mor	B1	1	1	20	8	5.7		
gua	mor	B1	1	1	20	9	5.5		
gua	mor	B1	1	1	21	2	4.5		
gua	mor	B1	1	1	21	5	5.7		
gua	mor	B1	1	1	21	6	5.8		
gua	mor	B1	1	1	21	7	4.8		
gua	mor	B1	1	1	21	8	3.8		
gua	mor	B1	1	1	21	9	1.8		
gua	mor	B1	1	1	22	1	4.8		
gua	mor	B1	1	1	22	3	5		
gua	mor	B1	1	1	22	6	5.2		
gua	mor	B1	1	1	22	7	6		
gua	mor	B1	1	1	22	8	4.8		
gua	mor	B1	1	1	22	10	5.8		
gua	mor	B1	1	1	24	2	5.8		
gua	mor	B1	1	1	24	4	4.4		
gua	mor	B1	1	1	24	5	4		
gua	mor	B1	1	1	24	6	5.5		
gua	mor	B1	1	1	24	7	4.8		
gua	mor	B1	1	1	24	8	5.8		
gua	mor	B1	1	1	24	9	5.1		
gua	mor	B1	1	1	24	10	4.2		
gua	mor	B1	1	1	25	2	6.5		
gua	mor	B1	1	1	25	3	7.1		
gua	mor	B1	1	1	25	4	7.8		
gua	mor	B1	1	1	25	5	6.3		
gua	mor	B1	1	1	25	7	7.1		
gua	mor	B1	1	1	26	2	4.7		
gua	mor	B1	1	1	26	7	4.7		
gua	mor	B1	1	1	27	1	6.1		
gua	mor	B1	1	1	27	9	4.6		
gua	mor	B1	1	1	27	10	4.2		
gua	mor	B1	1	1	28	2	3.9		
gua	mor	B1	1	1	29	1	5.6		
gua	mor	B1	1	1	29	3	5.9		
gua	mor	B1	1	1	29	7	5.2		
gua	mor	B1	1	1	29	8	5.4		
gua	mor	B1	1	1	29	9	6.9		
gua	mor	B1	1	1	29	10	5.5		
gua	mor	B1	1	1	30	2	5.7		
gua	mor	B1	1	1	30	3	5		
gua	mor	B1	1	1	30	4	5.2		
gua	mor	B1	1	1	30	5	4.6		
gua	mor	B1	1	1	31	1	3.3		
gua	mor	B1	1	1	31	2	4.7		
gua	mor	B1	1	1	31	3	5.4		
gua	mor	B1	1	1	31	8	4.9		
gua	mor	B1	1	1	32	5	1.2		
gua	mor	B1	1	1	32	7	4.5		
gua	mor	B1	1	1	33	1	5		
gua	mor	B1	1	1	33	3	3.5		
gua	mor	B1	1	1	33	6	5.7		
gua	mor	B1	1	1	33	9	5.2		
gua	mor	B1	1	1	33	10	3.2		
gua	mor	B1	1	1	34	1	5.1		
gua	mor	B1	1	1	34	2	6.2		
gua	mor	B1	1	1	34	5	4.6		
gua	mor	B1	1	1	34	6	2.3		
gua	mor	B1	1	1	34	7	3.1		
gua	mor	B1	1	1	34	10	3.8		
gua	mor	B1	1	1	35	1	2.3		
gua	mor	B1	1	1	35	2	4.4		
gua	mor	B1	1	1	35	3	4.5		
gua	mor	B1	1	1	35	4	6.3		
gua	mor	B1	1	1	35	7	5.7		
gua	mor	B1	1	1	35	8	4.7		
gua	mor	B1	1	1	35	9	5.3		
gua	mor	B1	1	1	36	1	3.5		
gua	mor	B1	1	1	36	8	4.9		
gua	mor	B1	1	1	37	1	4.8		
gua	mor	B1	1	1	37	2	5.8		
gua	mor	B1	1	1	37	3	5.9		
gua	mor	B1	1	1	37	4	6.9		
gua	mor	B1	1	1	37	7	2.8		
gua	mor	B1	1	1	37	9	5.9		
gua	mor	B1	1	1	38	1	4.5		
gua	mor	B1	1	1	38	2	5.8		
gua	mor	B1	1	1	38	3	6.8		
gua	mor	B1	1	1	38	4	5.7		
gua	mor	B1	1	1	38	5	3.9		
gua	mor	B1	1	1	38	6	3.2		
gua	mor	B1	1	1	38	7	4.7		
gua	mor	B1	1	1	38	8	4.4		
gua	mor	B1	1	1	38	9	5.9		
gua	mor	B1	1	1	38	10	3.6		
gua	mor	B1	1	1	39	1	6.2		
gua	mor	B1	1	1	39	4	6.1		
gua	mor	B1	1	1	39	5	6.5		
gua	mor	B1	1	1	39	6	3.8		
gua	mor	B1	1	1	39	7	5.1		
gua	mor	B1	1	1	39	8	6.7		
gua	mor	B1	1	1	39	10	1.9		
gua	mor	B1	1	1	41	1	4.8		
gua	mor	B1	1	1	41	2	6.3		
gua	mor	B1	1	1	41	6	4.6		
gua	mor	B1	1	1	41	8	5.5		
gua	mor	B1	1	1	41	9	5.3		
gua	mor	B1	1	1	41	10	6		
gua	mor	B1	1	1	42	3	5.5		
gua	mor	B1	1	1	42	4	4.7		
gua	mor	B1	1	1	42	5	4.7		
gua	mor	B1	1	1	42	6	5.6		
gua	mor	B1	1	1	42	9	5.5		
gua	mor	B1	1	1	42	10	5.2		
gua	mor	B1	1	1	43	1	5.7		
gua	mor	B1	1	1	43	2	8.9		
gua	mor	B1	1	1	43	3	6.9		
gua	mor	B1	1	1	43	4	5.9		
gua	mor	B1	1	1	43	5	5.5		
gua	mor	B1	1	1	44	1	4.2		
gua	mor	B1	1	1	44	5	4.8		
gua	mor	B1	1	1	44	6	5.8		
gua	mor	B1	1	1	44	8	5.3		
gua	mor	B1	1	1	45	3	6		
gua	mor	B1	1	1	45	5	4.1		
gua	mor	B1	1	1	46	1	7.3		
gua	mor	B1	1	1	46	2	5.5		
gua	mor	B1	1	1	46	3	5.3		
gua	mor	B1	1	1	46	4	5.5		
gua	mor	B1	1	1	46	6	5		
gua	mor	B1	1	1	46	8	5.4		
gua	mor	B1	1	1	46	9	3.4		
gua	mor	B1	1	1	47	2	3.6		
gua	mor	B1	1	1	49	1	6.1		
gua	mor	B1	1	1	49	9	6.7		
gua	mor	B1	1	1	49	10	6.2		
gua	mor	B1	1	1	50	5	4.6		
gua	mor	B1	1	1	50	8	6.2		
gua	mor	B1	1	1	50	9	6		
gua	mor	B1	1	1	50	10	4.1		
gua	mor	B1	1	1	51	2	6.6		
gua	mor	B1	1	1	51	3	4.6		
gua	mor	B1	1	1	51	4	5.5		
gua	mor	B1	1	1	51	10	6.6		
gua	mor	B1	1	1	52	1	5.4		
gua	mor	B1	1	1	52	2	4.9		
gua	mor	B1	1	1	52	3	5.9		
gua	mor	B1	1	1	52	4	5.8		
gua	mor	B1	1	1	52	7	6.2		
gua	mor	B1	1	1	52	8	4.5		
gua	mor	B1	1	1	52	9	5		
gua	mor	B1	1	1	53	4	6		
gua	mor	B1	1	1	53	5	5		
gua	mor	B1	1	1	54	2	6.2		
gua	mor	B1	1	1	54	3	5.8		
gua	mor	B1	1	1	54	4	4.8		
gua	mor	B1	1	1	54	5	4.5		
gua	mor	B1	1	1	54	7	4.2		
gua	mor	B1	1	1	54	10	5.3		
gua	mor	B1	1	1	57	1	4.2		
gua	mor	B1	1	1	57	2	5.3		
gua	mor	B1	1	1	57	4	5.4		
gua	mor	B1	1	1	57	6	5.9		
gua	mor	B1	1	1	57	9	5.2		
gua	mor	B1	1	1	58	3	5.3		
gua	mor	B1	1	1	58	4	3.5		
gua	mor	B1	1	1	58	5	5.5		
gua	mor	B1	1	1	58	6	5.6		
gua	mor	B1	1	1	58	7	6.3		
gua	mor	B1	1	1	59	3	6.8		
gua	mor	B1	1	1	59	4	6.8		
gua	mor	B1	1	1	59	8	7.9		
gua	mor	B1	1	1	60	2	4		
gua	mor	B1	1	1	60	4	5.1		
gua	mor	B1	1	1	60	5	5.3		
gua	mor	B1	1	1	61	5	4.7		
gua	mor	B1	1	1	61	10	5.6		
gua	mor	B1	1	1	62	2	5.6		
gua	mor	B1	1	1	62	3	3.8		
gua	mor	B1	1	1	62	4	4.1		
gua	mor	B1	1	1	62	5	4.9		
gua	mor	B1	1	1	62	6	4.4		
gua	mor	B1	1	1	62	7	5.1		
gua	mor	B1	1	1	62	9	4.7		
gua	mor	B1	1	1	62	10	2.4		
gua	mor	B1	1	1	63	1	6.7		
gua	mor	B1	1	1	63	3	6.3		
gua	mor	B1	1	1	63	4	6.2		
gua	mor	B1	1	1	63	6	5.5		
gua	mor	B1	1	1	64	2	4.4		
gua	mor	B1	1	1	64	3	7		
gua	mor	B1	1	1	64	4	5.8		
gua	mor	B1	1	1	64	7	6.1		
gua	mor	B1	1	1	64	8	6		
gua	mor	B1	1	1	65	3	6		
gua	mor	B1	1	1	65	5	6.1		
gua	mor	B1	1	1	65	7	6.8		
gua	mor	B1	1	1	65	8	5.3		
gua	mor	B1	1	1	65	9	5.2		
gua	mor	B1	1	1	65	10	6.1		
gua	mor	B1	1	1	66	1	6.1		
gua	mor	B1	1	1	66	2	6.7		
gua	mor	B1	1	1	66	3	6.1		
gua	mor	B1	1	1	66	4	5.7		
gua	mor	B1	1	1	66	5	5.1		
gua	mor	B1	1	1	66	6	7.2		
gua	mor	B1	1	1	66	7	8.4		
gua	mor	B1	1	1	66	9	6.6		
gua	mor	B1	1	1	67	2	4.5		
gua	mor	B1	1	1	67	7	6.2		
gua	mor	B1	1	1	67	9	5.1		
gua	mor	B1	1	1	68	3	5.1		
gua	mor	B1	1	1	68	4	4.8		
gua	mor	B1	1	1	68	6	4.7		
gua	mor	B1	1	1	68	8	4.6		
gua	mor	B1	1	1	68	9	5.3		
gua	mor	B1	1	1	69	2	3.8		
gua	mor	B1	1	1	69	3	5.2		
gua	mor	B1	1	1	69	4	8.2		
gua	mor	B1	1	1	69	5	6.4		
gua	mor	B1	1	1	69	7	4.9		
gua	mor	B1	1	1	69	8	4.8		
gua	mor	B1	1	1	69	9	6		
gua	mor	B1	1	1	70	6	4.2		
gua	mor	B1	1	1	70	9	5.2		
gua	mor	B1	1	1	70	4	7		
gua	mor	B1	1	1	71	4	5.8		
gua	mor	B1	1	1	71	5	4.7		
gua	mor	B1	1	1	72	2	6.4		
gua	mor	B1	1	1	72	3	4.8		
gua	mor	B1	1	1	72	4	5.8		
gua	mor	B1	1	1	72	5	6.2		
gua	mor	B1	1	1	72	8	6		
gua	mor	B1	1	1	72	9	5		
gua	mor	B1	1	1	72	10	6.2		
gua	mor	B1	1	1	73	4	4.4		
gua	mor	B1	1	1	73	5	5.6		
gua	mor	B1	1	1	73	6	3.6		
gua	mor	B1	1	1	73	7	4.7		
gua	mor	B1	1	1	73	8	5.3		
gua	mor	B1	1	1	74	8	4.7		
gua	mor	B1	1	1	74	10	6.3		
gua	mor	B1	1	1	75	2	6.5		
gua	mor	B1	1	1	75	3	6.4		
gua	mor	B1	1	1	75	4	5		
gua	mor	B1	1	1	75	5	5.7		
gua	mor	B1	1	1	75	7	5.1		
gua	mor	B1	1	1	75	10	6		
gua	mor	B1	1	1	77	1	5.5		
gua	mor	B1	1	1	77	2	4.1		
gua	mor	B1	1	1	78	3	4.3		
gua	mor	B1	1	1	78	6	3.8		
gua	mor	B1	1	1	78	8	5.8		
gua	mor	B1	1	1	78	9	6.4		
gua	mor	B1	1	1	79	2	6.2		
gua	mor	B1	1	1	79	3	5.4		
gua	mor	B1	1	1	79	4	6.8		
gua	mor	B1	1	1	79	5	5.9		
gua	mor	B1	1	1	79	6	5.8		
gua	mor	B1	1	1	79	7	4.6		
gua	mor	B1	1	1	79	9	5.8		
gua	mor	B1	1	1	79	10	4.6		
gua	mor	B1	1	1	79	2	3.4		
gua	mor	B1	1	1	79	7	5.5		
gua	mor	B1	1	1	79	8	4		
gua	mor	B1	1	1	80	4	4.9		
gua	mor	B1	1	1	80	5	4.7		
gua	mor	B1	1	1	80	6	4		
gua	mor	B1	1	1	80	9	4.3		
gua	mor	B1	1	1	81	3	5.3		
gua	mor	B1	1	1	81	4	5.5		
gua	mor	B1	1	1	81	7	5.9		
gua	mor	B1	1	1	81	8	6.7		
gua	mor	B1	1	1	81	9	5.9		
gua	mor	B1	1	1	82	1	4.4		
gua	mor	B1	1	1	83	1	3.8		
gua	mor	B1	1	1	83	2	5.3		
gua	mor	B1	1	1	83	3	5		
gua	mor	B1	1	1	83	6	5.1		
gua	mor	B1	1	1	83	7	4.7		
gua	mor	B1	1	1	83	8	5.9		
gua	mor	B1	1	1	83	9	4.7		
gua	mor	B1	1	1	84	10	5.3		
gua	mor	B1	1	1	85	1	4		
gua	mor	B1	1	1	85	3	4.5		
gua	mor	B1	1	1	85	4	5.4		
gua	mor	B1	1	1	85	7	2.3		
gua	mor	B1	1	1	86	1	4.6		
gua	mor	B1	1	1	86	4	7.9		
gua	mor	B1	1	1	86	9	5.9		
gua	mor	B1	1	1	87	1	6.5		
gua	mor	B1	1	1	87	3	5.9		
gua	mor	B1	1	1	87	4	4.1		
gua	mor	B1	1	1	87	6	5.7		
gua	mor	B1	1	1	88	3	3.6		
gua	mor	B1	1	1	88	4	3.5		
gua	mor	B1	1	1	88	5	4.5		
gua	mor	B1	1	1	88	9	5.2		
gua	mor	B1	1	1	88	10	3.7		
gua	mor	B1	1	1	89	2	3.9		
gua	mor	B1	1	1	89	3	6		
gua	mor	B1	1	1	89	4	5.5		
gua	mor	B1	1	1	89	5	4		
gua	mor	B1	1	1	89	7	4.5		
gua	mor	B1	1	1	89	10	6.5		
gua	mor	B1	1	1	90	3	2.3		
gua	mor	B1	1	1	90	4	2.2		
gua	mor	B1	1	1	90	5	2.6		
gua	mor	B1	1	1	91	2	5.1		
gua	mor	B1	1	1	91	4	2.5		
gua	mor	B1	1	1	91	5	5.6		
gua	mor	B1	1	1	91	7	5.5		
gua	mor	B1	1	1	91	8	6.4		
gua	mor	B1	1	1	91	10	6.5		 
gua	mor	B1	1	1	92	2	3.8		
gua	mor	B1	1	1	92	4	6.7		
gua	mor	B1	1	1	92	5	5.4		
gua	mor	B1	1	1	92	7	6.4		
gua	mor	B1	1	1	92	9	6.4		
gua	mor	B1	1	1	92	10	4.3		
gua	mor	B1	1	1	93	3	6		
gua	mor	B1	1	1	93	4	5		
gua	mor	B1	1	1	93	7	5.9		
gua	mor	B1	1	1	93	9	6.5		
gua	mor	B1	1	1	93	10	5.1		
gua	mor	B1	1	1	94	5	5		
gua	mor	B1	1	1	94	8	5.4		
gua	mor	B1	1	1	94	10	7.2		
gua	mor	B1	1	1	95	1	4.6		
gua	mor	B1	1	1	95	3	4		
gua	mor	B1	1	1	95	6	4.7		
gua	mor	B1	1	1	95	7	5.4		
gua	mor	B1	1	1	95	8	4.9		
gua	mor	B1	1	1	96	1	4.2		
gua	mor	B1	1	1	96	2	4.5		
gua	mor	B1	1	1	96	3	6.1		
gua	mor	B1	1	1	96	4	5.7		
gua	mor	B1	1	1	96	5	5.4		
gua	mor	B1	1	1	96	6	5.2		
gua	mor	B1	1	1	96	7	3.7		
gua	mor	B1	1	1	96	8	5.6		
gua	mor	B1	1	1	96	9	6.8		
gua	mor	B1	1	1	97	1	5.3		
gua	mor	B1	1	1	97	2	7.1		
gua	mor	B1	1	1	97	3	5.5		
gua	mor	B1	1	1	97	7	4.7		
gua	mor	B1	1	1	97	8	6		
gua	mor	B1	1	1	97	9	6		
gua	mor	B1	1	1	98	1	3.8		
gua	mor	B1	1	1	98	2	4.8		
gua	mor	B1	1	1	98	6	5.3		
gua	mor	B1	1	1	98	7	5.8		
gua	mor	B1	1	1	98	8	4.4		
gua	mor	B1	1	1	98	10	7		
gua	mor	B1	1	1	99	3	4.4		
gua	mor	B1	1	1	99	5	6.2		
gua	mor	B1	1	1	99	7	5.1		
gua	mor	B1	1	1	99	8	4.5		
gua	mor	B1	1	1	99	9	5.1		
gua	mor	B1	1	1	100	3	6		
gua	mor	B1	1	1	100	4	6.1		
