Montaña	Poblacion	Cruce	Madre	Padre	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	seeds	seedlings
Guadarrama	NAJ	2	NAJ 55	MOR 81	0	1	0	1	0	2	9	0	0	0	0	0	0	0	0	0	24	13
Guadarrama	NAJ	2	NAJ 57	MOR 52	0	4	3	1	0	6	8	1	0	0	0	0	0	0	0	0	24	23
Guadarrama	NAJ	2	NAJ 63	MOR 81	0	3	5	0	0	0	3	0	0	0	0	0	0	0	0	0	24	11
Guadarrama	NAJ	2	NAJ 64	MOR 52	6	9	2	0	0	0	1	0	0	0	0	0	0	0	0	0	24	18
Guadarrama	NAJ	2	NAJ 65	MOR 71	0	7	0	0	0	5	3	0	0	0	0	0	0	0	0	0	24	15
Guadarrama	NAJ	2	NAJ 67	MOR 70	8	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	24	14
Guadarrama	NAJ	2	NAJ 70	MOR 38	0	6	0	0	0	2	2	1	0	1	0	0	0	0	0	0	24	12
Guadarrama	NAJ	2	NAJ 73	MOR 29	0	0	0	1	0	2	2	1	0	2	1	0	0	0	0	0	24	9
Guadarrama	NAJ	2	NAJ 74	MOR 76	3	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	24	10
Guadarrama	NAJ	2	NAJ 79	MOR 30	8	3	1	1	0	1	4	0	0	0	0	0	0	0	0	0	24	18
Guadarrama	NAJ	2	NAJ 83	MOR 27	0	0	1	1	0	3	11	0	0	0	0	0	0	0	0	0	24	16
Guadarrama	NAJ	1	NAJ 27	NAJ 44	2	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	24	7
Guadarrama	NAJ	1	NAJ 27	NAJ 77	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	4
Guadarrama	NAJ	1	NAJ 42	NAJ 61	5	1	2	0	0	4	2	0	1	0	1	0	0	0	0	0	20	16
Guadarrama	NAJ	1	NAJ 44	NAJ 49	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	4
Guadarrama	NAJ	1	NAJ 46	NAJ 75	4	9	0	0	0	1	5	1	1	0	0	0	0	0	0	0	24	21
Guadarrama	NAJ	1	NAJ 47	NAJ 46	0	2	2	0	0	7	5	0	0	0	0	0	0	0	0	0	24	16
Guadarrama	NAJ	5	NAJ 27	NEG 20	0	1	1	0	0	0	2	0	0	1	2	0	0	0	0	0	24	7
Guadarrama	NAJ	1	NAJ 48	NAJ 73	4	2	2	2	0	4	3	0	0	0	0	0	0	0	0	0	24	17
Guadarrama	NAJ	5	NAJ 30	NEG 20	0	3	0	0	0	1	0	1	1	1	3	0	0	0	0	0	24	10
Guadarrama	NAJ	1	NAJ 52	NAJ 73	0	0	0	2	0	2	8	0	1	1	2	0	0	0	0	0	24	16
Guadarrama	NAJ	1	NAJ 54	NAJ 65	0	0	0	0	0	2	3	0	2	0	1	0	0	0	0	0	24	8
Guadarrama	NAJ	1	NAJ 55	NAJ 50	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	1	24	6
Guadarrama	NAJ	5	NAJ 30	NAJ 83	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2
Guadarrama	NAJ	1	NAJ 59	NAJ 43	0	2	3	2	0	3	4	0	1	2	0	0	0	0	0	0	24	17
Guadarrama	NAJ	1	NAJ 67	NAJ 44	2	1	1	0	0	0	1	0	1	5	1	0	0	0	0	0	24	12
Guadarrama	NAJ	1	NAJ 70	NAJ 50	4	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	24	10
Guadarrama	NAJ	1	NAJ 73	NAJ 74	0	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	24	6
Guadarrama	NAJ	1	NAJ 74	NAJ 73	2	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	24	7
Guadarrama	NAJ	1	NAJ 30	NAJ 83	0	2	1	0	0	0	1	1	1	2	0	0	0	0	0	0	24	8
Guadarrama	NAJ	1	NAJ 63	NAJ 83	0	4	0	1	0	1	1	1	0	3	0	0	0	0	0	0	24	11
Guadarrama	NAJ	1	NAJ 65	NAJ 83	1	0	0	0	0	3	5	0	0	2	1	0	0	0	0	0	24	12
Guadarrama	NAJ	5	NAJ 42	NEG 25	4	2	0	0	0	2	4	1	0	0	0	0	0	0	0	0	24	13
Guadarrama	NAJ	5	NAJ 44	NEG 1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	24	4
Guadarrama	NAJ	5	NAJ 44	NAJ 49	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10
Guadarrama	NAJ	5	NAJ 47	NEG 13	1	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	24	8
Guadarrama	NAJ	1	NAJ 48	NEG 27	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	5
Guadarrama	NAJ	5	NAJ 49	NEG 18	0	0	3	0	0	4	5	2	3	0	0	0	0	0	0	0	24	17
Guadarrama	NAJ	5	NAJ 50	NEG 19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	2
Guadarrama	NAJ	5	NAJ 52	NEG 25	2	3	2	0	0	8	1	1	1	1	0	0	0	0	0	0	24	19
Guadarrama	NAJ	5	NAJ 55	NEG 2	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	24	7
Guadarrama	NAJ	5	NAJ 57	NEG 27	5	7	4	0	0	3	0	0	0	0	0	0	0	0	0	0	24	19
Guadarrama	NAJ	5	NAJ 61	NEG 25	0	3	3	0	2	0	6	1	0	0	0	0	0	0	0	0	24	15
Guadarrama	NAJ	5	NAJ 65	NEG 27	0	0	0	0	0	0	3	2	1	1	3	0	0	0	0	0	24	10
Guadarrama	NAJ	5	NAJ 67	NEG 15	8	1	0	1	0	4	6	0	3	0	0	0	0	0	0	0	24	23
Guadarrama	NAJ	5	NAJ 73	NEG 13	0	0	1	1	0	3	1	0	1	0	0	0	0	0	0	0	24	7
Guadarrama	NAJ	5	NAJ 80	NEG 19	0	0	1	0	0	1	6	1	0	0	0	0	0	0	0	0	24	9
Guadarrama	NAJ	5	NAJ 81	NEG 27	0	0	4	1	0	1	4	2	1	0	0	0	0	0	0	0	24	13
Guadarrama	NAJ	5	NAJ 83	NEG 25	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	24	5
Guadarrama	NAJ	3	NAJ 27	PEÑ 34	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0	0	24	7
Guadarrama	NAJ	3	NAJ 30	PEÑ 24	0	2	2	0	0	4	1	0	1	0	2	0	1	0	0	0	24	13
Guadarrama	NAJ	3	NAJ 43	PEÑ 17	6	3	0	0	0	0	1	0	0	3	2	0	0	0	0	0	24	15
Guadarrama	NAJ	3	NAJ 44	PEÑ 32	0	1	0	2	0	2	3	1	1	0	0	0	0	0	0	0	24	10
Guadarrama	NAJ	3	NAJ 45	PEÑ 17	5	6	0	2	0	0	1	0	2	0	1	0	0	0	0	0	24	17
Guadarrama	NAJ	3	NAJ 47	PEÑ 27	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	24	6
Guadarrama	NAJ	3	NAJ 48	PEÑ 17	5	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	24	15
Guadarrama	NAJ	3	NAJ 49	PEÑ 36	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	24	7
Guadarrama	NAJ	3	NAJ 50	PEÑ 28	1	2	3	0	0	0	3	0	0	1	0	0	0	0	0	0	24	10
Guadarrama	NAJ	3	NAJ 52	PEÑ 17	5	5	2	2	0	2	1	0	0	0	0	0	0	0	0	0	24	17
Guadarrama	NAJ	3	NAJ 54	PEÑ 20	0	0	0	0	0	1	7	0	2	3	0	0	0	0	0	0	24	13
Guadarrama	NAJ	3	NAJ 55	PEÑ 36	0	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	24	9
Guadarrama	NAJ	3	NAJ 59	PEÑ 25	0	6	0	0	0	0	2	3	1	0	0	0	0	0	0	0	24	12
Guadarrama	NAJ	3	NAJ 60	PEÑ 7	2	0	1	0	0	4	4	0	2	2	2	0	0	0	0	0	24	17
Guadarrama	NAJ	3	NAJ 65	PEÑ 17	0	0	1	1	0	0	3	0	2	0	1	0	0	1	0	0	24	9
Guadarrama	NAJ	3	NAJ 67	PEÑ 1	6	2	3	1	0	1	2	2	1	3	0	0	0	0	0	0	24	21
Guadarrama	NAJ	3	NAJ 70	PEÑ 2	0	0	2	0	0	2	5	0	0	1	4	0	0	0	0	0	24	14
Guadarrama	NAJ	3	NAJ 73	PEÑ 17	7	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	24	16
Guadarrama	NAJ	3	NAJ 74	PEÑ 17	5	1	0	0	0	0	1	0	2	2	0	1	0	0	0	0	24	12
Guadarrama	NAJ	3	NAJ 75	PEÑ 17	0	1	2	2	0	4	6	0	1	0	0	0	0	0	0	0	24	16
Guadarrama	NAJ	3	NAJ 80	PEÑ 17	0	2	1	1	0	0	2	0	0	0	1	0	0	0	0	0	24	7
Guadarrama	NAJ	3	NAJ 83	PEÑ 23	0	2	0	0	0	5	0	0	0	0	2	0	0	0	0	0	24	9
Guadarrama	NAJ	4	NAJ 70	AGI 45	5	5	0	0	0	0	1	1	0	1	0	0	0	0	0	0	24	13
Guadarrama	NAJ	4	NAJ 70	RUI 33	4	5	0	0	0	1	4	0	0	1	0	0	0	0	0	0	24	15
Guadarrama	NAJ	4	NAJ 72	AGI 35	1	4	0	0	0	3	1	2	0	0	1	0	0	0	0	0	24	12
Guadarrama	NAJ	4	NAJ 74	RUI 39	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	14	5
Guadarrama	NAJ	4	NAJ 80	RUI 36	0	0	0	0	0	3	4	0	1	0	1	0	0	0	0	0	24	9
Guadarrama	NAJ	4	NAJ 83	AGI 40	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	11	4
Bejar	RUI	2	RUI 14	AGI 42	0	1	3	0	0	2	10	0	0	1	0	0	0	0	0	0	24	17
Bejar	RUI	2	RUI 22	AGI 35	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	24	7
Bejar	RUI	2	RUI 23	AGI 45	0	0	0	0	0	4	7	0	0	2	1	0	0	0	0	0	24	14
Bejar	RUI	2	RUI 25	AGI 6	5	4	0	0	0	5	5	0	2	0	0	0	0	0	0	0	24	21
Bejar	RUI	2	RUI 26	AGI 26	3	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0	24	9
Bejar	RUI	2	RUI 29	AGI 11	0	1	0	0	0	5	3	0	0	1	0	0	0	0	0	0	24	10
Bejar	RUI	2	RUI 31	AGI 11	1	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	24	6
Bejar	RUI	2	RUI 34	AGI 14	0	3	3	0	0	1	5	1	1	2	1	0	0	0	0	0	24	17
Bejar	RUI	2	RUI 43	AGI 35	2	0	0	1	0	1	5	2	0	2	0	0	0	0	0	0	24	13
Bejar	RUI	2	RUI 44	AGI 12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	2
Bejar	RUI	2	RUI 45	AGI 6	1	3	2	1	0	2	2	0	0	0	0	0	0	0	0	0	24	11
Bejar	RUI	2	RUI 46	AGI 11	0	1	1	0	0	2	2	0	1	0	0	0	0	0	0	0	24	7
Bejar	RUI	2	RUI 47	AGI 36	0	0	0	0	0	0	9	3	0	3	0	0	0	0	0	0	24	15
Bejar	RUI	4	RUI 2	NAJ 80	4	3	1	0	0	1	5	1	0	1	2	0	0	0	0	0	24	18
Bejar	RUI	4	RUI 20	NAJ 67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	24	1
Bejar	RUI	4	RUI 26	NAJ 69	0	3	2	0	0	1	7	1	1	0	0	0	0	0	0	0	24	15
Bejar	RUI	4	RUI 31	NAJ 79	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	4
Bejar	RUI	4	RUI 34	NAJ 69	7	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	16	12
Bejar	RUI	4	RUI 42	NAJ 75	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	1	24	5
Bejar	RUI	4	RUI 43	NAJ 72	0	3	1	0	0	0	2	0	0	7	0	0	0	0	0	0	24	13
Bejar	RUI	4	RUI 46	NAJ 77	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	24	2
Bejar	RUI	4	RUI 47	NAJ 67	0	1	0	0	0	5	8	0	1	1	0	0	0	0	0	0	24	16
Bejar	RUI	3	RUI 12	NEG 3	0	1	0	0	0	1	4	0	0	9	0	0	0	0	0	0	24	15
Bejar	RUI	3	RUI 2	NEG 22	0	0	0	0	0	1	12	1	0	2	0	0	0	0	0	0	24	16
Bejar	RUI	3	RUI 23	NEG 2	0	0	1	0	0	0	5	1	1	2	3	0	0	0	0	0	24	13
Bejar	RUI	3	RUI 26	NEG 3	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	24	7
Bejar	RUI	3	RUI 29	NEG 23	4	0	1	0	0	2	2	0	2	1	2	0	0	0	0	0	24	14
Bejar	RUI	3	RUI 36	NEG 5	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	24	3
Bejar	RUI	3	RUI 37	NEG 11	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	24	4
Bejar	RUI	3	RUI 4	NEG 20	4	0	1	1	0	1	6	0	0	1	0	0	0	0	0	0	24	14
Bejar	RUI	3	RUI 43	NEG 25	1	6	0	0	0	0	3	0	2	0	0	0	0	0	0	1	24	13
Bejar	RUI	3	RUI 44	NEG 25	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	24	4
Bejar	RUI	3	RUI 45	NEG 21	1	0	1	1	0	2	1	0	0	2	3	0	0	0	0	0	24	11
Bejar	RUI	3	RUI 46	NEG 3	0	0	1	0	0	4	5	1	0	0	0	0	0	0	0	0	24	11
Bejar	RUI	5	RUI 12	PEÑ 1	0	0	2	0	0	0	11	1	0	1	1	0	0	0	0	0	24	16
Bejar	RUI	5	RUI 2	PEÑ 20	0	0	0	1	0	3	5	0	2	1	0	0	0	0	0	0	24	12
Bejar	RUI	5	RUI 23	PEÑ 1	0	1	0	0	0	2	5	1	1	0	1	2	1	0	0	0	24	14
Bejar	RUI	5	RUI 29	PEÑ 10	0	3	0	0	0	2	0	0	0	1	0	1	6	1	0	0	24	14
Bejar	RUI	5	RUI 29	PEÑ 27	1	0	1	0	0	3	5	0	1	0	0	0	1	0	0	0	24	12
Bejar	RUI	5	RUI 33	PEÑ 31	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	24	3
Bejar	RUI	5	RUI 42	PEÑ 31	1	0	0	1	0	6	2	0	0	0	0	1	0	0	0	0	24	11
Bejar	RUI	5	RUI 43	PEÑ 36	1	1	1	0	0	0	9	0	0	1	0	0	0	0	0	0	24	13
Bejar	RUI	5	RUI 45	PEÑ 33	9	4	0	0	0	3	2	0	1	0	0	0	0	0	0	0	24	19
Bejar	RUI	5	RUI 46	PEÑ 33	5	0	0	2	0	2	5	2	0	1	1	0	0	0	0	0	24	18
Bejar	RUI	5	RUI 47	PEÑ 31	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	24	5
Bejar	RUI	1	RUI 20	RUI 26	1	0	0	1	0	1	1	0	1	1	3	0	1	0	0	0	24	10
Bejar	RUI	1	RUI 23	RUI 12	0	0	0	0	0	1	5	3	0	4	0	0	0	0	0	0	24	13
Bejar	RUI	1	RUI 25	RUI 47	1	0	0	2	0	4	12	0	0	0	0	0	0	0	0	0	24	19
Bejar	RUI	1	RUI 29	RUI 45	0	1	2	0	0	1	4	0	0	1	0	0	0	0	0	0	24	9
Bejar	RUI	1	RUI 31	RUI 37	0	0	0	0	1	0	5	0	2	0	0	0	0	1	0	0	24	9
Bejar	RUI	1	RUI 34	RUI 37	1	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	24	8
Bejar	RUI	1	RUI 36	RUI 23	1	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	24	7
Bejar	RUI	1	RUI 39	RUI 18	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	24	2
Bejar	RUI	1	RUI 4	RUI 2	2	6	0	0	0	0	1	0	0	2	0	0	0	0	0	0	24	11
Bejar	RUI	1	RUI 42	RUI 36	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	24	3
Bejar	RUI	1	RUI 43	RUI 20	2	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	24	8
Bejar	RUI	1	RUI 46	RUI 45	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	24	6
Gredos	SES	2	SES 24	CAM 69	0	0	4	0	0	2	7	0	0	1	0	0	0	0	0	0	24	14
Gredos	SES	2	SES 26	CAM 68	1	3	1	0	0	2	7	0	1	0	0	0	0	0	0	0	24	15
Gredos	SES	2	SES 27	CAM 88	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	24	4
Gredos	SES	2	SES 28	CAM 82	2	5	0	0	0	0	5	1	0	0	2	0	0	0	0	0	24	15
Gredos	SES	2	SES 30	CAM 82	9	0	3	2	0	3	2	0	0	0	0	0	0	0	0	0	24	19
Gredos	SES	2	SES 4	CAM 89	0	1	0	0	0	4	10	1	0	2	1	0	0	0	0	0	24	19
Gredos	SES	2	SES 40	CAM 82	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9
Gredos	SES	2	SES 42	CAM 32	10	3	1	0	0	2	1	0	0	0	1	0	0	0	0	0	24	18
Gredos	SES	2	SES 43	CAM 82	5	2	1	0	0	1	3	0	0	1	1	0	0	0	0	0	24	14
Gredos	SES	2	SES 45	CAM 67	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	24	5
Gredos	SES	2	SES 47	CAM 82	0	5	0	1	0	0	1	1	0	0	0	0	0	0	0	0	24	8
Gredos	SES	2	SES 63	CAM 39	0	0	0	1	0	1	5	3	2	0	0	0	0	0	0	0	24	12
Gredos	SES	2	SES 68	CAM 86	0	5	1	1	0	5	8	0	1	0	0	0	0	0	0	0	24	21
Gredos	SES	2	SES 69	CAM 91	2	1	0	1	0	3	2	0	1	0	0	1	0	0	0	0	24	11
Gredos	SES	2	SES 72	CAM 89	2	4	3	3	1	0	2	3	0	0	0	0	0	0	0	0	24	18
Gredos	SES	2	SES 77	CAM 87	5	7	0	0	0	4	1	0	0	0	0	0	0	0	0	0	24	17
Gredos	SES	2	SES 78	CAM 60	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	24	3
Gredos	SES	2	SES 81	CAM 82	0	10	2	0	0	0	4	0	0	0	0	0	0	0	0	0	24	16
Gredos	SES	2	SES 9	CAM 82	4	1	2	0	2	2	2	1	0	0	1	0	0	0	0	0	24	15
Gredos	SES	4	SES 26	NAJ 27	0	1	0	1	0	0	2	0	0	4	0	0	2	0	0	0	24	10
Gredos	SES	4	SES 28	NAJ 49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3
Gredos	SES	4	SES 30	MOR 2	0	0	3	1	0	0	9	2	0	1	0	0	0	0	0	0	24	16
Gredos	SES	4	SES 31	MOR 78	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	24	2
Gredos	SES	4	SES 40	NAJ 50	7	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	24	10
Gredos	SES	4	SES 45	NAJ 55	0	1	1	0	0	4	9	0	0	2	0	0	0	0	0	1	24	18
Gredos	SES	4	SES 60	NAJ 50	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	16	6
Gredos	SES	4	SES 61	MOR 27	1	0	0	1	0	5	8	0	0	1	0	0	0	0	0	0	24	16
Gredos	SES	4	SES 61	MOR 30	0	0	1	0	1	8	7	2	1	0	0	0	0	0	0	0	24	20
Gredos	SES	4	SES 65	MOR 62	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	9	3
Gredos	SES	4	SES 67	NAJ 59	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10
Gredos	SES	4	SES 68	NAJ 44	3	1	1	0	0	1	8	0	0	5	0	0	0	0	0	0	24	19
Gredos	SES	4	SES 76	NAJ 79	0	0	0	1	0	2	10	1	1	0	0	0	0	0	0	0	24	15
Gredos	SES	4	SES 78	MOR 25	0	0	0	0	0	4	5	2	1	5	0	0	0	0	0	0	24	17
Gredos	SES	4	SES 81	MOR 80	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	8
Gredos	SES	4	SES 9	MOR 78	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3
Gredos	SES	5	SES 24	PEÑ 14	6	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24	11
Gredos	SES	5	SES 25	PEÑ 7	8	3	1	2	1	1	1	0	0	0	0	0	0	0	0	0	24	17
Gredos	SES	5	SES 27	PEÑ 7	0	1	0	0	0	5	3	3	0	0	1	0	0	0	0	0	24	13
Gredos	SES	5	SES 28	PEÑ 29	2	8	1	1	0	2	1	1	1	1	0	0	0	0	0	0	24	18
Gredos	SES	5	SES 30	PEÑ 29	3	2	0	1	0	2	5	1	4	1	0	0	0	0	0	0	24	19
Gredos	SES	5	SES 31	PEÑ 35	3	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	24	11
Gredos	SES	5	SES 4	PEÑ 19	0	1	0	1	0	1	8	1	4	0	0	0	0	0	0	0	24	16
Gredos	SES	5	SES 42	PEÑ 2	9	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	24	17
Gredos	SES	5	SES 45	PEÑ 24	0	6	0	0	0	1	2	0	1	2	0	0	0	0	0	0	24	12
Gredos	SES	5	SES 47	PEÑ 17	7	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	24	14
Gredos	SES	5	SES 60	PEÑ 31	3	6	0	0	0	2	2	0	0	0	0	0	0	0	0	0	24	13
Gredos	SES	5	SES 61	PEÑ 19	6	3	0	2	0	3	2	0	1	0	0	0	0	0	0	0	24	17
Gredos	SES	5	SES 63	PEÑ 2	1	4	0	1	0	4	2	0	2	2	1	0	0	0	0	0	24	17
Gredos	SES	5	SES 65	PEÑ 31	0	0	1	1	0	2	0	2	0	1	2	0	0	0	0	0	24	9
Gredos	SES	5	SES 67	PEÑ 31	0	3	1	0	0	4	9	0	2	1	0	0	0	0	0	0	24	20
Gredos	SES	5	SES 68	PEÑ 25	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	24	3
Gredos	SES	5	SES 72	PEÑ 20	3	7	4	1	0	0	4	0	0	0	0	0	0	0	0	0	24	19
Gredos	SES	5	SES 76	PEÑ 7	1	3	0	1	0	1	8	1	1	0	0	0	0	0	0	0	24	16
Gredos	SES	5	SES 78	PEÑ 19	0	0	0	1	0	1	6	0	2	2	1	0	0	0	0	0	24	13
Gredos	SES	5	SES 81	PEÑ 7	2	0	2	0	1	8	4	0	1	1	0	1	0	0	0	0	24	20
Gredos	SES	5	SES 81	PEÑ 76	6	10	0	0	0	0	3	0	1	0	0	0	0	0	0	0	24	20
Gredos	SES	1	SES 24	SES 78	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	24	8
Gredos	SES	1	SES 28	SES 26	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	24	3
Gredos	SES	1	SES 30	SES 28	3	1	0	0	0	2	3	3	2	1	0	1	0	0	0	0	24	16
Gredos	SES	1	SES 31	SES 44	0	0	0	0	0	1	6	0	1	0	1	1	0	0	0	0	24	10
Gredos	SES	1	SES 4	SES 76	1	5	3	1	0	5	2	0	2	4	0	0	0	0	0	0	24	23
Gredos	SES	1	SES 40 	SES 43	8	10	1	0	0	1	1	0	0	0	0	0	0	0	0	0	24	21
Gredos	SES	1	SES 42	SES 27	0	1	1	0	2	5	3	1	2	0	0	1	0	0	0	0	24	16
Gredos	SES	1	SES 45	SES 68	2	6	0	0	0	0	0	2	1	2	0	0	0	0	0	0	24	13
Gredos	SES	1	SES 62	SES 4	0	0	2	0	0	1	12	2	2	0	0	0	1	0	0	0	24	20
Gredos	SES	1	SES 63	SES 26	1	0	4	1	1	1	3	0	1	1	1	0	0	0	0	0	24	14
Gredos	SES	1	SES 65	SES 77	2	3	0	0	0	1	1	0	0	3	0	0	0	2	0	0	24	12
Gredos	SES	1	SES 67	SES 77	3	8	3	0	0	2	2	0	1	0	0	0	0	0	0	0	24	19
Gredos	SES	1	SES 68	SES 9	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8
Gredos	SES	1	SES 74	SES 65	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22
Gredos	SES	1	SES 76	SES 9	13	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	24	19
Gredos	SES	1	SES 78	SES 4	0	1	0	1	0	1	3	4	0	0	0	0	1	0	0	0	24	11
Gredos	SES	1	SES 80	SES 4	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	24	6
Gredos	SES	3	SES 28	ZON 12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3
Gredos	SES	3	SES 30	ZON 18	0	7	1	0	0	0	10	0	0	0	1	0	0	0	0	0	24	19
Gredos	SES	3	SES 31	ZON 5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	2
Gredos	SES	3	SES 4	ZON 15	0	2	0	0	0	3	10	0	3	0	0	0	0	0	0	0	24	18
Gredos	SES	3	SES 40	ZON 28	1	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	24	8
Gredos	SES	3	SES 42	ZON 15	5	3	0	5	1	3	4	1	0	0	0	0	0	0	0	0	24	22
Gredos	SES	3	SES 45	ZON 26	0	1	0	0	0	0	13	3	0	1	0	0	0	0	0	0	24	18
Gredos	SES	3	SES 47	ZON 26	0	1	0	2	0	4	4	1	0	1	0	0	0	0	0	0	24	13
Gredos	SES	3	SES 60	ZON 15	9	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	12
Gredos	SES	3	SES 61	ZON 30	0	0	0	2	0	7	1	0	3	0	0	0	0	0	0	0	24	13
Gredos	SES	3	SES 63	ZON 5	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	24	6
Gredos	SES	3	SES 67	ZON 26	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	12	4
Gredos	SES	3	SES 72	ZON 15	0	0	4	1	0	1	12	0	0	1	1	0	0	0	0	0	24	20
Gredos	SES	3	SES 74	ZON 1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	12	5
Gredos	SES	3	SES 76	ZON 12	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	12	6
Gredos	SES	3	SES 77	ZON 1	1	7	1	5	0	2	3	0	0	0	0	0	0	0	0	0	24	19
Gredos	SES	3	SES 78	ZON 15	2	1	0	1	0	0	6	4	2	0	0	0	0	0	0	0	24	16
Gredos	SES	3	SES 80	ZON 18	0	0	0	1	0	3	4	1	1	2	0	0	0	0	0	0	24	12
Gredos	SES	3	SES 81	ZON 15	0	0	0	1	1	2	13	3	0	0	0	0	0	0	0	0	24	20
Gredos	SES	3	SES 9	ZON 18	0	0	0	0	0	1	4	0	1	1	0	0	0	0	0	0	24	7
